cust_id	cust_name
c06787443	havergal college
c06791708	private customer
c06825042	telus-hsia-vgvlab01
c06844339	comp copticom in harris
c06849572	telus-hsia-clgrabat
c06849607	telus-hsia-ltbrab02
c06849704	telus-hsia-abfdbc01
c06849711	telus-hsia-abfdbc01
c06849902	telus-hsia-wtbkbc01
c06849965	telus-hsia-mssnbc01
c06850031	telus-hsia-wslrbc01
c06850339	telus-hsia-clgrab02
c06850372	telus-hsia-rddrab01
c06850498	telus-hsia-abfdbc01
c06850539	telus-hsia-qlcmbc01
c06850611	telus-hsia-dmhlab01
c06850642	telus-hsia-clgrab21
c06850648	telus-hsia-hirvab01
c06850677	telus-hsia-bnbybc01
c06850755	telus-hsia-nwmrbc01
c06850827	telus-hsia-clgrabbj
c06850876	telus-hsia-clgrab21
c06850897	telus-hsia-armsbc01
c06850966	telus-hsia-vancbc04
c06850985	telus-hsia-nnimbc03
c06850995	telus-hsia-vancbc03
c06851031	telus-hsia-clgrab31
c06851088	telus-hsia-ltbrab02
c06866772	logicnet
c06879707	black photo corp.
c06879897	vive synergies
c06880110	amita corporation
c06886077	techsol marine inc
c06900368	latency technology llp
c06902422	sympatico hse
c06907487	sympatico hse
c06912155	private customer
c06916541	modern earth
c06918539	gvaoii 500d, llc, c/o lincoln property company
c06922688	korn ferry international futurestep canada inc
c06925055	blazar networks, s.a. de c.v.
c07972873	telus-fibre-vctabc01
c07972890	telus-fibre-vernbc01
c07972902	telus-fibre-vernbc01
c07972927	telus-fibre-whrkbc01
c07979725	peertechzpublications
c07984952	telus-hsia-clgrab21
c07985047	maxim integrated
c07991485	telus-fibre-edtnabxl
c07994089	private customer
c07996431	1864184 ontario inc.
c07997054	telus-hsia-edtnabxm
c08002340	httvserver
c08003195	telus-hsia-edtnabxl
c08005497	phantomservices llc
c08007138	akilli adim
c08009579	telus-dsl-edtnabxe
c08009593	telus-dsl-edtnabzy
c08010570	sympatico hse
c08015537	canadian press enterprises inc
c08015731	telus-fibre-okmsbc01
c08016077	telus-fibre-vancbc05
c08016089	telus-fibre-vancbc06
c08018683	sympatico hse
c08019048	telus-fibre-swpkab21
c08019106	telus-fibre-sgbcpqxq
c08019362	telus-dsl-sjpjpqxq
c08019369	telus-dsl-gasppqxq
c08019410	telus-dsl-edtnabxt
c08019426	telus-dsl-oktkab02
c08019476	telus-fibre-nvcrbc01
c08019478	telus-dsl-nvcrbc01
c08019481	telus-dsl-nvcrbc01
c08019569	telus-dsl-edtnabxw
c08019571	telus-dsl-edtnabxw
c08022003	telus-fibre-sjpjpqxq
c08022026	telus-fibre-edtnabxd
c08022054	telus-fibre-stalab01
c08022154	telus-fibre-nvcrbc01
c08024209	telus-fibre-htrvpqxq
c08025828	telus-dsl-chndpqxq
c08025829	telus-fibre-mtmgpqxq
c08025893	telus-fibre-crbkbc01
c08025909	telus-dsl-ktmtbc01
c08025926	telus-dsl-ptcmbc02
c08026606	sympatico hse
c08028272	telus-fibre-ptaibc01
c08028292	telus-fibre-mtjlpqxq
c08028375	telus-dsl-cqtlbc01
c08028376	telus-dsl-cqtlbc01
c08028395	telus-dsl-pgrgbc04
c08028397	telus-dsl-pgrgbc04
c08028788	videotron ltee
c08030107	telus-fibre-swpkab01
c08030356	telus-dsl-bacupqxq
c08030567	telus-dsl-srrybc01
c08030592	telus-fibre-ucltbc01
c08030637	telus-dsl-edtnabxu
c08030665	telus-dsl-klwnbc02
c08034199	telus-fibre-wlpnbc01
c06943978	telus-hsia-ltbrab02
c06944331	concentrics communications
c06944517	telus-hsia-vancbc05
c06944912	magneto hydrolique -chicoutimi
c06945148	telus-hsia-clgrab21
c06945211	atlantis resorts and casino
c06945256	computronix holdings ltd
c06945259	telus-hsia-clgrab38
c06945493	telus-hsia-clwkbc01
c06947924	telus-hsia-lnglbc01
c06947957	s.d 35 langley-lnglbc01
c06948303	edgewood community internet society
c06949304	prism flow products inc
c06949480	on call internet services inc.-kmlpbc01
c06949576	toronto stock exchange cdnx-toroonnl
c06949637	abc allen business communications ltd.-pgrgbc01
c06950090	tbd
c06950276	netkeepers integric solutions group inc
c06950294	tbd
c06951154	vauxhall co-op petroleum limited
c06954431	encore encore strategic  marketing
c06954557	telus-hsia-sdnybc01
c06955122	databoss inc.
c06955196	lookieloo.net sales and purchases-srdsbc01
c06955411	netlink computers inc-nwmrbc01
c06955528	vancvouer arean limited partnership-vancbc01
c06956491	telus-hsia-srrybc01
c06959095	finning international inc
c06959465	canaccord capital corp-vancbc01
c06959872	delta controls inc.
c06959876	union securities ltd
c06960044	uniserve communications corp-vancbc01
c06962997	telus-hsia-abfdbc01
c06963119	telus-hsia-nlsnbc01
c06963229	mail well
c06963256	saatchi and saatchi canada
c06963259	telus-hsia-nwmrbc01
c06963357	vivavision -vivagest
c06963383	c keay investments ltd o/a ocean trailer
c06963459	telus-hsia-erykonae
c06964103	tbd
c06964151	gc pivotal llc
c06964164	trader corporation
c06964348	corridor communications inc/o/a cci wireless
c06967674	tbd
c06967856	dundee securities ltd
c06968110	maax inc
c06969049	telus-hsia-mtpdpqxq
c06982380	telus-hsia-srrybc01
c06987238	telus-hsia-edtnabxm
c06987273	telus-hsia-nnimbc01
c06991136	wal-mart canada corp
c06999742	wwc hotels llp
c07021463	telus-hsia-clgrab21
c07021615	telus-hsia-edtnabkd
c07028378	mass comm
c07033229	mass comm
c07040916	telus-hsia-srrybc01
c07049394	private customer
c07051093	private customer
c07051110	private customer
c07054332	nr conseils
c07059548	r.s elliot specialty supply
c07059587	lamps plus
c07060242	canadian internet registration authority
c07062537	avtez corporation
c07062983	web hosting canada
c07064758	dataaegis
c07065751	acts retirement life communities
c07067518	private customer
c07072301	fabtech mechanical concession
c07078697	tableau software
c07082914	harry rosen inc.
c07085747	korber
c07085944	bethebiz s--rl
c07085975	telus-hsia-vctabc01
c07087096	private customer
c07239567	office de tourisme de la mrc des appalaches
c07245119	private customer
c07250140	ntt data services ca
c07253983	appalaches nature inc
c07259754	innovative data processing solutions
c07269196	private customer
c07269321	private customer
c07273943	goldcorp inc.
c07275413	itel networks
c07275489	itel networks
c07277874	sympatico hse
c07278199	exceleron software
c07281764	bed bath and beyond
c07284960	private customer
c07287866	private customer
c07292696	population council
c07294944	arby s resturant
c07297241	private customer
c07305827	orange business siemens
c07311633	telus-hsia-srrybc02
c07317808	wholesale carrier services
c07318507	ibm-hertz
c07322061	private customer
c07323186	cahec
c07324741	bluprint
c07327624	bed bath and beyond
c07328346	the j jill group
c07329184	orange business - bhp
c07334953	wal-mart canada corp
c07340788	the j jill group net
c07344951	rural net
c07349785	jand dba warby parker
c07350282	gtt-customer
c07354871	inviacom
c07358379	hertz
c07359054	house of commons
c07361718	core states group
c07365574	ringover, group
c07366316	sagar, patil
c07368149	newell brands
c07372760	telus-hsia-vancbc02
c07372930	emc corporation - dell
c07372931	siemens ag
c07373268	telus services ontario
c07382519	marsh mclennan
c07383036	investors bank
c07384811	ggservers ltd.
c07384899	investors bank
c07385148	peel law association
c07389562	nva hosting
c07390238	shark ninja operating llc
c07390286	investors bank
c07392070	gtt
c07396180	investors bank
c07397456	nabil, selmi
c07399068	ibm canada-itd systems mgmt infrastruce
c07401737	wework
c07401908	marsh mclennan
c07404327	investors bank
c07407050	marsh mclennan
c07408078	captivate
c07415165	private customer
c07415941	private customer
c07417876	tableau software
c07420559	transcontinental inc
c07425714	private customer
c07427985	h&m hennes & mauritz lp
c07428084	anthem, inc
c07429755	h&m hennes & mauritz lp
c07430043	commission scolaire kativik
c07430208	arbys restaurant group
c07430222	mission foods
c07430570	arby's
c07431167	igs hawkesbury
c07431484	elmira pet products limited
c07432032	hard rock cafe international
c07432182	kronos inc
c07432685	2389424 ontario inc.
c07433118	itron
c07433627	netfortris
c07435340	hii-tsd
c07435982	zscaler, inc.
c07436116	sheraton red deer hotel
c07440305	planned parenthood
c07441921	xalient holdings
c07442100	hii-tsd
c07442108	granite telecommunications
c07444772	modmissioncritical
c07445488	cec entertainment
c07445722	uber
c07450683	canuck amusements & merchandising ltd
c07451519	imagen communications inc.-vancbc06
c07453820	enviro eze transport inc.
c07454131	health management systems inc
c07454138	tenet healthcare corporation
c07458002	stanley black and decker
c07458557	forcepoint international technology limited (fitl)
c07458777	telus-hsia-nnimbc01
c07465187	starkvps
c07466210	prodrive technologies inc
c07470833	globotech communications
c07474190	telus-hsia-srrybc01
c07477901	marsh mclennan na
c07479850	private customer
c07479913	anthem, inc
c07483834	ventura foods
c07484282	hiramwalkerandsonslimited
c07273638	ja frate
c07274933	wabtec global services
c07275238	rafferty info tech
c07275278	telus-hsia-nvcrbc01
c07275400	itel networks
c07275494	itel networks
c07276289	cineplex entertainment corporation
c07279649	the j.jill group
c07279777	acist silicon valley
c07281752	wells fargo
c07282547	aramark
c07282713	private customer
c07286538	gtt events
c07291776	ttec
c07291818	shell
c07292709	markley network services
c07296445	amazon
c07296462	arby s resturant
c07296471	gtt
c07302447	peloton interactive
c07304195	dana canada corporation
c07307292	private customer
c07312929	abs
c07313148	forcepoint international technology limited (fitl)
c07321587	telus mobility-alberta
c07321589	telus mobility-alberta
c07322995	c8 566
c07329141	check point software technologies
c07329145	alteryx inc
c07335203	intelletrace
c07337584	rain for rent
c07342627	sympatico hse
c07343950	ibm atl
c07344652	downstream
c07348664	shared services canada - lias
c07350406	sagar, patil
c07358042	forcepoint international technology limited (fitl)
c07359016	server pro sweden ab
c07359053	house of commons
c07361072	netnut.io
c07361835	sympatico hse
c07361845	sympatico hse
c07362988	mantidae llc
c07367861	telus-hsia-sgbcpqxq
c07372742	telus-hsia-ledcab01
c07372928	siemens
c07374809	planters rural telecom cooperative
c07375592	celine canada inc
c07377725	investors bank
c07379561	investors bank
c07379564	investors bank
c07382436	newell brands
c07387261	private customer
c07398071	diversey canada inc
c07399715	investors bank
c07403988	horton cbi, limited
c07404046	investors bank
c07404328	investors bank
c07404339	ovh
c07405423	jones lang lasalle
c07405643	quick service software inc.
c07405809	red robin
c07406288	itron
c07407927	marsh mclennan
c07409311	inviacom, inc.
c07418923	juul labs
c07419946	telus-hsia-nvcrbc01
c07420101	canadian medical association
c07421052	goodyear canada inc
c07421398	ntt data services
c07424003	black angus
c07426181	private customer
c07428153	nurock
c07428226	cummins est du canada sec
c07429853	mainstream suits, inc.
c07430206	rsm us llp
c07431098	the connection
c07431553	principal financial group
c07431902	private customer
c07433499	toyota material handling of tennessee
c07435368	ntt data services
c07436084	unifirst corporation
c07436093	syngenta
c07439692	amazon us
c07441944	xalient holdings
c07444784	tenet healthcare corporation
c07445952	burnaby mountain housing co-op
c07446916	telus-hsia-crtybc01
c07449951	psinet core ip backbone
c07450820	dial internet-toronto
c07451372	impact, redwood
c07451492	netkeepers integric solutions group inc
c07451746	netwolves corporate
c07461409	unifirst corporation
c07461568	commandlink
c07462824	reseau tel-synergie inc
c07464228	more property
c07465498	vmst investment inc
c07466658	tenneco automotive operating company
c07467180	anthem, inc
c07470634	newell brands
c07474329	ovh
c07477147	alcon vision
c07478871	spectrotel inc
c07479145	private customer
c07483429	sympatico hse
c07484285	midwest dental
c07485105	gresenael companies inc
c07485163	brinker international payroll company
c07488410	ratner
c07490729	de lian, chen
c07491515	capcon networks
c07491906	mattress firm inc
c07492113	tesla motors canada inc
c07492647	llc bitweb
c07493882	creativeon
c07497255	preset
c07501120	100up, hosting
c07503461	andrews distributing company
c07503466	porch
c07503539	actors equity association
c07507875	marsh mclennan na
c07508362	hivepoint inc.
c07509486	athena health
c07512182	marsh mclennan na
c07512465	gtt
c07515966	cooperative nationale de linformation independante
c07519481	tenet healthcare corporation
c07520100	ntt data services
c07520415	kendrew distribution services limited
c07520809	xalient holdings limited
c07522057	private customer
c07529594	private customer
c07539876	david, walton
c07543461	arrowhead electrical products
c07547331	rukcom
c07550164	verkkostadi technologies
c07550420	underline infrastructure, llc
c07550440	diversey
c07551556	cruise ship centers
c07552421	telus-hsia-vancbc06
c07555243	marketing 2m
c07556457	private customer
c07558924	private customer
c07560076	suhaila, p
c07560385	fort bend family health center
c07563763	envirotest system
c07563768	ecapital
c07564017	united technologies corporation
c07565064	telus communications inc/mascon
c07566525	unilever europe it
c07574901	telus-hsia-ftmmab09
c07583967	mattress firm inc
c07584107	investors bank
c07584323	veritiv corporation
c07588397	s.b. fintech ltd
c07624734	lanctot informatique inc
c07642822	telus-hsia-srrybc01
c07648624	pointlog solutions inc
c07652304	fibrestream, inc.
c07652305	fibrestream, inc.
c07652467	sympatico hse
c07652475	sympatico hse
c07652521	sympatico hse
c07652579	sympatico hse
c07656334	fibrestream, inc.
c07656419	fibrestream, inc.
c07656446	fibrestream, inc.
c07656448	fibrestream, inc.
c07657616	igs hawkesbury
c07658086	north, networking
c07662256	sympatico hse
c07662261	sympatico hse
c07662263	sympatico hse
c07662277	sympatico hse
c07662289	sympatico hse
c07662325	sympatico hse
c07662368	sympatico hse
c07662383	sympatico hse
c07662393	sympatico hse
c07662395	sympatico hse
c07662428	sympatico hse
c07662490	sympatico hse
c07664353	sympatico hse
c07665465	sympatico hse
c07665682	sympatico hse
c07665829	sympatico hse
c07666551	sympatico hse
c07666584	sympatico hse
c07666639	sympatico hse
c07666652	sympatico hse
c02170676	rogers cable inc. hnsn
c02170704	rogers cable inc. hnsn
c02170709	rogers cable inc. hnsn
c02170729	rogers cable inc. hnsn
c02170760	rogers cable inc. hnsn
c02170800	rogers cable inc. hnsn
c02170847	rogers cable inc. flfrd
c02170855	rogers cable inc. flfrd
c02170861	rogers cable inc. flfrd
c02170868	rogers cable inc. flfrd
c02170901	rogers cable inc. flfrd
c02170902	rogers cable inc. flfrd
c02170949	rogers cable inc. nbfb
c02170994	rogers cable inc. ktgc
c02170995	rogers cable inc. ktgc
c02171067	rogers cable inc. ktgc
c02171092	rogers cable inc. ktgc
c02171129	rogers cable inc. ktgc
c02171154	rogers cable inc. ktgc
c02171194	rogers cable inc. ktgc
c02171227	rogers cable inc. grnsbr
c02171235	rogers cable inc. grnsbr
c02171258	rogers cable inc. grnsbr
c02171330	rogers cable inc. grnsbr
c02171363	rogers cable inc. ym
c02171433	rogers cable inc. glph2
c02171443	rogers cable inc. glph2
c02171444	rogers cable inc. hnsn
c02171468	rogers cable inc. hnsn
c02171497	rogers cable inc. brntfd
c02171514	rogers cable inc. brntfd
c02171525	rogers cable inc. brntfd
c02171538	rogers cable inc. kwkw
c02171539	rogers cable inc. kwkw
c02171550	rogers cable inc. lndn
c02171583	rogers cable inc. lndn
c02171606	rogers cable inc. lndn
c02171610	rogers cable inc. lndn
c02171738	rogers cable inc. lndn
c02171756	rogers cable inc. lndn
c02171838	rogers cable inc. mtmk
c02171899	rogers cable inc. mtmc
c02171955	rogers cable inc. mtmc
c02172002	rogers cable inc. mtmc
c02172027	rogers cable inc. mtmc
c02172040	rogers cable inc. mtmc
c02172048	rogers cable inc. mtmc
c02172075	rogers cable inc. mtmc
c02172097	rogers cable inc. mtmc
c02172107	rogers cable inc. mtmc
c02172130	rogers cable inc. mtmc
c02172133	rogers cable inc. mtmc
c02172142	rogers cable inc. mtmc
c02172151	rogers cable inc. mtmc
c02172180	rogers cable inc. mtmc
c02172238	rogers cable inc. nbmn
c02172370	rogers cable inc. flfrd
c02172382	rogers cable inc. nbmn
c02172387	rogers cable inc. nbmn
c02172429	rogers cable inc. mtnk
c02172476	rogers cable inc. mtnk
c02172501	rogers cable inc. mtnk
c02172548	rogers cable inc. mtnk
c02172551	rogers cable inc. mtnk
c02172569	rogers cable inc. mtnk
c02172585	rogers cable inc. mtnk
c02172615	rogers cable inc. mtnk
c02172621	rogers cable inc. mtnk
c02172665	rogers cable inc. nmkt2
c02172737	rogers cable inc. baol
c02172779	rogers cable inc. rchrd
c02172811	rogers cable inc. rchrd
c02172820	rogers cable inc. rchrd
c02172832	rogers cable inc. rchrd
c02172896	rogers cable inc. rchrd
c02172898	rogers cable inc. slnt
c02172945	rogers cable inc. slnt
c02172952	rogers cable inc. slnt
c02172983	rogers cable inc. slnt
c02173024	rogers cable inc. slnt
c02173026	rogers cable inc. slnt
c02173027	rogers cable inc. slnt
c02173029	rogers cable inc. slnt
c02173050	rogers cable inc. slnt
c02173075	rogers cable inc. slnt
c02173080	rogers cable inc. slnt
c02173089	rogers cable inc. slnt
c02173100	rogers cable inc. pr
c02173116	rogers cable inc. pr
c02173141	rogers cable inc. pr
c02173264	rogers cable inc. etob
c02173287	rogers cable inc. etob
c02173325	rogers cable inc. etob
c02173357	rogers cable inc. etob
c02173394	rogers cable inc. etob
c02173403	rogers cable inc. etob
c02173456	rogers cable inc. etob
c02173476	rogers cable inc. etob
c02173482	rogers cable inc. etob
c02173490	rogers cable inc. etob
c02173536	rogers cable inc. etob
c02173553	rogers cable inc. etob
c02173595	rogers cable inc. wlfdle
c02173598	rogers cable inc. wlfdle
c02173615	rogers cable inc. wlfdle
c02173649	rogers cable inc. wlfdle
c02173670	rogers cable inc. wlfdle
c02173679	rogers cable inc. wlfdle
c02173729	rogers cable inc. wlfdle
c02173733	rogers cable inc. wlfdle
c02173763	rogers cable inc. wlfdle
c02173799	rogers cable inc. wlfdle
c02173810	rogers cable inc. wlfdle
c02173827	rogers cable inc. wlfdle
c02173829	rogers cable inc. wlfdle
c02173837	rogers cable inc. wlfdle
c02173872	rogers cable inc. mtwd
c02173878	rogers cable inc. mtwd
c02173983	rogers cable inc. ym
c02174004	rogers cable inc. ym
c02174039	rogers cable inc. ym
c02174073	rogers cable inc. ym
c02174183	rogers cable inc. ym
c02174196	rogers cable inc. ym
c02174204	rogers cable inc. ym
c02174211	rogers cable inc. ym
c02174247	rogers cable inc. ym
c02174309	rogers cable inc. ym
c02212835	mnsi internet
c02212870	mnsi internet
c02214122	bell canada
c02224613	accelerated connections inc
c02227676	sympatico hse
c02255731	commission scolaire harricana
c02258363	comp 45 productions scarlettrd
c02263193	cogeco cable canada inc.
c02263196	cogeco cable canada inc.
c02270234	aurora networking
c02279266	cogeco cable canada inc.
c02279307	cogeco cable canada inc.
c02300059	trail tire
c02311482	mediagrif interactive technologies inc.
c02312866	sympatico hse
c02354267	iweb cl dns cluster
c02367605	sapientes group inc
c02368618	primus nocc
c02368638	primus nocc
c02371294	adt security services canada
c02387122	the capris group
c02412444	acn digital phone service
c02417840	sympatico hse
c02419116	cogeco cable inc.
c02420137	cogeco cable canada inc.
c02430149	eagle.ca internet services
c02459417	sympatico hse
c02463391	guess canada corp yorkmills
c02467074	server4sale
c02467518	fabumarketing
c02467627	andris stinka
c02530255	sympatico hse
c02532969	e-xact transactions ltd.
c02616107	edulence corporation
c02616261	mabel's labels
c02616403	kovasys inc.
c02617027	fidalia networks inc
c02617213	tuckersmith communications co-operative limited
c02642273	intuit canada ulc
c02659898	granite global solutions corp.
c02661769	layer7 technologies
c02664015	lake erie management inc.
c02676299	wiband communications
c02679819	metro optic
c02684705	netron inc.
c02688380	boston market corporation
c02701567	videotron ltee
c02701582	videotron ltee
c02701638	videotron ltee
c02701671	videotron ltee
c02701688	videotron ltee
c02701690	videotron ltee
c02701807	videotron ltee
c02701813	videotron ltee
c02701815	videotron ltee
c02701839	videotron ltee
c02701855	videotron ltee
c02701896	videotron ltee
c02701903	videotron ltee
c02701916	videotron ltee
c02702608	connected technologies
c02706259	videotron ltee
c02706318	videotron ltee
c02706398	videotron ltee
c02706454	videotron ltee
c02706458	videotron ltee
c02706612	videotron ltee
c02706613	videotron ltee
c02706687	videotron ltee
c02706832	videotron ltee
c02706920	videotron ltee
c02706947	videotron ltee
c02706948	videotron ltee
c02706957	videotron ltee
c02707013	videotron ltee
c02707080	videotron ltee
c02707111	videotron ltee
c02707154	videotron ltee
c02707155	videotron ltee
c02707203	videotron ltee
c02707215	videotron ltee
c02707277	videotron ltee
c02707286	videotron ltee
c02707294	videotron ltee
c02707301	videotron ltee
c02707319	videotron ltee
c02707325	videotron ltee
c02707341	videotron ltee
c02707452	videotron ltee
c02707471	videotron ltee
c02707598	videotron ltee
c02707661	videotron ltee
c02707702	videotron ltee
c02707731	videotron ltee
c02707734	videotron ltee
c02707744	videotron ltee
c02707784	videotron ltee
c02707787	videotron ltee
c02707797	videotron ltee
c02707877	videotron ltee
c02707940	videotron ltee
c02708036	videotron ltee
c02708073	videotron ltee
c02708121	videotron ltee
c02708143	videotron ltee
c02708148	videotron ltee
c02708367	videotron ltee
c02708407	videotron ltee
c02708430	videotron ltee
c02708432	videotron ltee
c02708472	videotron ltee
c02712348	sympatico hse
c02714419	videotron ltee
c02714453	videotron ltee
c02714457	videotron ltee
c02729743	sympatico hse
c02754532	sympatico hse
c02756350	eastlink hsi
c02756591	eastlink hsi
c02756770	primus canada ltd.
c02756791	primus canada ltd.
c02765625	astaroth media inc
c02767763	apple inc
c02773247	akn jason brown ajax
c02786058	internet access solutions
c02789800	p4p marketing
c02794844	sony picture imageworks canada inc.
c02830863	sympatico hse
c02835616	sympatico hse
c02841317	primus canada ltd
c02852752	mitchell abrams grand cres
c02865703	iweb dedicated cl
c02870314	cogeco cable canada inc.
c02873555	videotron ltee
c02873609	videotron ltee
c02873614	videotron ltee
c02873705	videotron ltee
c02873744	videotron ltee
c02873819	videotron ltee
c02873833	videotron ltee
c02873862	videotron ltee
c02873868	videotron ltee
c02873947	videotron ltee
c02873956	videotron ltee
c02874017	videotron ltee
c02876735	granada corporation
c02877482	settlement quotes, llc
c02880034	topcomm
c02886403	cardinal health
c02887760	hajoca
c02890787	start communications
c02895932	iberglobal digital s.l.
c02897107	ehab wesam
c02900763	videotron ltee
c02901013	eastlink hsi
c02901059	eastlink hsi
c02901515	eastlink hsi
c02903291	tbaytel
c02903726	videotron ltee
c02903741	videotron ltee
c02906419	videotron ltee
c02906420	videotron ltee
c02906437	videotron ltee
c02906440	videotron ltee
c02907297	canix colocation
c02914884	architectu canada ottawa st
c02929327	guardian capital
c02930409	yp solutions
c02944931	cogeco cable inc.
c02965268	cma homestead wifi london
c02978026	toner buick lmt pokemouche
c02982660	videotron ltee
c02982690	videotron ltee
c02982700	videotron ltee
c02982711	videotron ltee
c02982829	videotron ltee
c02982837	videotron ltee
c02982859	videotron ltee
c03093506	eastlink hsi
c03100175	groupe dynamite inc.
c03103976	kedia corporation
c03120628	netnucleus usa inc
c03122139	videotron ltee
c03122389	videotron ltee
c03122405	videotron ltee
c03122453	videotron ltee
c03143131	milltown motors ltd.
c03144773	wifirush
c03174157	routcom inc.
c03183619	adecco services de ressources humaines ltee
c03207104	videotron ltee
c03207153	videotron ltee
c03207192	videotron ltee
c03207205	videotron ltee
c03207214	videotron ltee
c03207219	videotron ltee
c03208404	chatham internet access
c03208482	chatham internet access
c03216842	iweb dedicated ne
c03274423	iweb-cl cl-t005-01sh
c03296308	tscc 1802
c03363547	bell canada admin
c03391520	genious communications
c03391921	managed network systems, inc.
c03393181	accelerated connections
c03394118	ontario trucking association
c03843116	printers parts & equipment
c04082624	van vps
c04603711	private customer
c04603794	private customer
c04604766	private customer
c04665407	webhost ltd.
c04703081	ecs cares inc.
c04703680	inininteractiveintelligence
c04740454	private customer
c04745808	accelerated connections
c04757030	granitenetworksinc.
c04792974	private customer
c04817531	cranson capital securities 333 bloor
c04822053	semple gooder roofing corporation
c04825670	iweb dedicated ne
c04825680	design 4 points / fgmd architectes
c04825975	jamrock
c04826010	carlos palacios
c04826341	videotron ltee
c04826343	videotron ltee
c04826382	videotron ltee
c04826461	videotron ltee
c04826742	videotron ltee
c04826745	videotron ltee
c04835812	modmc
c04846769	videotron ltee
c04846770	videotron ltee
c04846779	videotron ltee
c04846807	videotron ltee
c04846836	videotron ltee
c04860548	factorydirect.ca
c04868380	polaris
c04870876	mongeon consulting inc.
c04884133	extendicare (canada)inc.
c04888438	rogers telecom inc.
c04891630	private customer
c02588681	best western
c02609021	dialog
c02616412	quinn vaverka
c02647050	sympatico hse
c02651372	entuit enterprise solutions inc.
c02653390	accelerated connections
c02663651	canadian health services research
c02697266	wiband communications
c02697904	videotron ltee
c02701101	videotron ltee
c02701177	videotron ltee
c02701202	videotron ltee
c02701264	videotron ltee
c02701271	videotron ltee
c02701310	videotron ltee
c02701345	videotron ltee
c02701372	videotron ltee
c02701374	videotron ltee
c02701473	videotron ltee
c02701499	videotron ltee
c02701552	videotron ltee
c02701611	videotron ltee
c02701659	videotron ltee
c02701674	videotron ltee
c02701689	videotron ltee
c02701722	videotron ltee
c02701723	videotron ltee
c02701749	videotron ltee
c02701828	videotron ltee
c02701835	videotron ltee
c02701842	videotron ltee
c02701851	videotron ltee
c02701917	videotron ltee
c02701925	videotron ltee
c02701945	videotron ltee
c02705916	mascon cable systems inc.
c02706207	videotron ltee
c02706379	videotron ltee
c02706460	videotron ltee
c02706527	videotron ltee
c02706748	videotron ltee
c02706768	videotron ltee
c02706799	videotron ltee
c02706845	videotron ltee
c02706889	videotron ltee
c02706891	videotron ltee
c02706896	videotron ltee
c02706955	videotron ltee
c02706969	videotron ltee
c02706971	videotron ltee
c02707038	videotron ltee
c02707068	videotron ltee
c02707082	videotron ltee
c02707088	videotron ltee
c02707135	videotron ltee
c02707176	videotron ltee
c02707186	videotron ltee
c02707193	videotron ltee
c02707302	videotron ltee
c02707355	videotron ltee
c02707357	videotron ltee
c02707384	videotron ltee
c02707391	videotron ltee
c02707393	videotron ltee
c02707442	videotron ltee
c02707492	videotron ltee
c02707518	videotron ltee
c02707567	videotron ltee
c02707675	videotron ltee
c02707676	videotron ltee
c02707683	videotron ltee
c02707701	videotron ltee
c02707760	videotron ltee
c02707818	videotron ltee
c02707821	videotron ltee
c02707890	videotron ltee
c02707995	videotron ltee
c02708018	videotron ltee
c02708019	videotron ltee
c02708066	videotron ltee
c02708083	videotron ltee
c02708095	videotron ltee
c02708122	videotron ltee
c02708164	videotron ltee
c02708276	videotron ltee
c02708311	videotron ltee
c02708331	videotron ltee
c02709493	silo wireless
c02754396	eastlink hsi
c02754720	eastlink hsi
c02754742	eastlink hsi
c02755357	eastlink hsi
c02755437	eastlink hsi
c02755468	eastlink hsi
c02755620	eastlink hsi
c02756348	eastlink hsi
c02756392	eastlink hsi
c02756394	eastlink hsi
c02756597	eastlink hsi
c02775868	caps courtyard marriot wolfedale
c02777288	cogeco cable inc.
c02786194	internet access solutions
c02830887	sympatico hse
c02835436	sympatico hse
c02835756	sympatico hse
c02841316	primus canada ltd
c02846215	quintessential credit union ltd.
c02848063	tbaytel
c02851262	millennial media inc
c02865824	iweb technologies
c02873525	videotron ltee
c02873562	videotron ltee
c02873579	videotron ltee
c02873584	videotron ltee
c02873595	videotron ltee
c02873624	videotron ltee
c02873634	videotron ltee
c02873691	videotron ltee
c02873699	videotron ltee
c02873702	videotron ltee
c02873712	videotron ltee
c02873720	videotron ltee
c02873723	videotron ltee
c02873734	videotron ltee
c02873747	videotron ltee
c02873764	videotron ltee
c02873767	videotron ltee
c02873784	videotron ltee
c02873798	videotron ltee
c02873814	videotron ltee
c02873828	videotron ltee
c02873839	videotron ltee
c02873882	videotron ltee
c02873886	videotron ltee
c02873891	videotron ltee
c02873905	videotron ltee
c02873907	videotron ltee
c02873923	videotron ltee
c02873928	videotron ltee
c02873941	videotron ltee
c02873976	videotron ltee
c02873990	videotron ltee
c02874002	videotron ltee
c02874050	videotron ltee
c02874054	videotron ltee
c02877115	leonardo cortes
c02881784	iweb quality assurance co
c02881794	iweb vps cloud
c02886841	videotron ltee
c02890779	start communications
c02901521	eastlink hsi
c02903739	videotron ltee
c02903755	videotron ltee
c02903756	videotron ltee
c02906000	eastlink hsi
c02906024	eastlink hsi
c02906443	videotron ltee
c02906466	videotron ltee
c02906499	videotron ltee
c02930378	yp solutions
c02931488	yp solutions
c02933427	monte carlo hotel-motel international inc
c02962003	idigital internet inc
c02977580	yp solutions
c02982642	videotron ltee
c02982649	videotron ltee
