org_id	org_name
ctl-10	computer-mate technologies limited
cucbc	central 1 credit union
cyber-133	cybernet communications ltd
cynica	cynical networks
dcs-33	duha color services
dem-1	deus ex machina
dmm	duncan mclaren marketing
dnic	dod network information center
dre-2	department of national defence
dt-225	8d technologies inc.
dtc-5	desktop training centres
dtc-6	decision technology corp.
dtc-60	digitcom telecommunications canada inc.
dwihn	dwihn
ece-55	ethica channel enablement inc.
edains	eda instruments inc.
email-21	email response solutions, ltd. - colo - front
empiri-1	disus inc.
eplau	ecklers partners ltd. atlantic united
etc-125	extreme technology corporation
fadeh	fadehost
fdlq	fcs development lp (quad)
ficc	federated insurance company of canada
flext-5	flextrade systems, inc.
fs-272	fido solutions inc.
ftc-58	fortinet inc.
galaxy-38	galaxy telecom
gdclsd	general dynamics corporation, land systems division
gmplp	gaz metro plus limited partnership
gqs-z	groupe-info quatre saisons
grandt-3	grand transformers
grl-11	gauss research laboratory, inc.
gta-6	gamma tau associates inc.
haban-3	habangnet
hawkne	hawknet communications
hdc-81	hive data center inc.
hlr-5	hannover life reassurance co
ics-131	idm computer solutions, inc.
iec-61	index environmental corp
iis-3	insanely interactive systems inc.
imc-87	infinite media corp
incap-5	incapsula inc
infoca	infocan management
infolo	infologic systems
interl-78	interlink connectivity inc
intern-31	internet innovations inc
intern-32	internet login
intern-33	internet montreal
inters-69	interspots inc.
ipvis	ipvision
irrdm	inst. re readaptation de montreal
isc-157	internet security - ca
jobil-1	jobillico
jrcint	jrc international inc.
kc-1663	kinwapt
kcsl	kirk computer systems ltd.
keyano	keyano college
kma-1	keith medcalf & associates
kmpf	kumpf drive ltd.
koboi-2	kobo inc
kpl-1	kitchener public library
lasinc	las inc.
linux-105	airvitesse
lpsg	laidlaw passenger services group
lr1	librairie renaud-bray (1981) inc.
lrgn	larg*net
makaer	makaera vir inc.
mal-52	magellan aerospace ltd
mdlc-1	musee de la civilisation
mdmana-1	md management company
mha-39	macdonald harris and associates
micro-7	microtec technologies inc.
microl-19	micro logic
min-2	megaweb internet network inc.
mll-3	med-chem laboratories limited
molex	molex llc
neon-1	north east online network
netcom-5	net-communication
netwo-323	datatility, inc.
nn-151	netrium networks inc.
nn-43	netuity networks inc
notvir	notvirtual networks
nowehs	noweh software
ns-786	net2go solutions
object-11	objectarts inc.
object-6	objectime limited
oerlik	oerlikon aerospace, inc.
opendn-1	open dns
org-15395	netpulse services
p1n	peer 1 network
pcc-1	pucnet computer connections
pes-2	parklands elementary school
placer	placer dome inc.
plo	peleshok law office
prcc-1	powell river chamber of commerce
prote-14	protected.ca inc.
quebe-72	groupe ism
rcl-4	robelle consulting ltd.
rdio-1	regie des installations olympiques
redmm	reseau electronique du montreal metropolitain inc.
rim-27	reseau internet maskoutain
ripe	ripe network coordination centre
riqr	reseau internet quebec (riq)
ris-9	rodeo information services
risqr	reseau interordinateur scientifique quebecois (risq)
rjcl	read jones christoffersen ltd.
roger-9	rogers cable communications inc.
runab	runabove
sal-40	standard aero ltd
sansr	san@sro inc
saska	saskatchewan motor club
saskt-1	sasktel.(resubmission)
saumon	saumon fqsa
scic	saskatchewan crop insurance corporation
scwn	skynet canada wireless network inc.
serve-108	servermania inc.
ses-7	safe engineering services inc.
sgl-3	sensor geophysical ltd.
wlu	wilfrid laurier university
woc-6	worldwide online corp
wse-35	white star email
wwdc	world warehouse & distribution corp
ymcl	yamaha motor canada, ltd.
zap	zap
abul-14	allstream business us, llc
acfas	acfas
acoaha	acoa halifax
aecl-3	atomic energy of canada limited
agq	auditor general of quebec
aisl-1	ansco information systems ltd
al-1720	aware360
algonq-2	algonquin college
allia-44	alliance numerique
alter-20	alterian, inc.
amf-17	autorite des marches financiers
anuer	anuera telecommunications
arc-8	alberta research council
armour	armour transport inc.
atria-2	atria networks lp.
audioo	audio online incorporated
autom-93	automattic, inc
avotu	avotus corporation
bella-19	bell aliant / fibreop
bella-20	bell aliant / isp
bhds	bialik hebrew day school
big-3	buzz image group inc.
biosym	biosym technologies incorporated
bluecr	abc benefits corporation
cable-11	cablelynx
cacb	canadian association of customs brokers
calfr	calfrac well services ltd.
camion	camions inter-anjou
capeto	capetown computing
cardo-2	cardone plus
cartol	cartologix
casal	index exchange inc.
cbn-32	clearwave broadband networks
cc04	charter communications
ccaat-2	confederation college of applied arts & technology
cdd-1	cegep de drummondville
cepph	the centralized equipment pool project, hugh
cfri	child and family research institute
chemt-16	chemtall incorporated
chiov	chiovitti banana co ltd
cis-431	carillon information security inc.
cis-461	3c information solutions inc.
cityof-155	city of mississauga
cityof-70	city of abbotsford
cnsx-1	cnsx
compus-7	compusult limited
conest	the conestoga college institute of technology and advanced learning
consum	consumers gas
cossol	c.o.s. solutions
crrst	crrs-tv
cspe-1	coxall screen printing & engraving
css-8	complete systems solutions
ct-1113	continent 8 technologies
ctc-258	checkpoint travel co-op inc
ctech	c-tech
cwag	cable & wireless antigua and barbuda ltd
cwh-12	canada web hosting
cwh16	clarity web hosting inc.
cybern	cybernetic control incorporated
darcom-1	dar computer inc.
dcaat	durham college of applied arts and technology
dccom-1	dc computers
dcl-3	daiwa (canada) limited
digiru	digi-rule inc.
docker	docker services
dsc-184	digicloud solutions corporation
easter-1	eastern breeders inc.
eb-140	connexio.ca
ebc	elsag bailey canada inc.
ecdc	ecole commerciale du cap
edeni	eden interactive inc
eed-12	edmonton economic development
efg-1	empire life
energy-2	energy exchange inc.
erss	equity retirement savings system
eten-3	end to end networks inc
fastma	fastman
fbi	frisco bay industries
fcs-2	fundy computer services
fdu	fairleigh dickinson university
gazme	energir l.p.
gbc-45	galaxy broadband communications inc.
gdtsof	gdt softworks, inc.
ghl-78	coinflip
golder	golder associates inc.
golfdi	golf direct inc.
groupe-46	groupe arobas
gsbdm	geological survey branch- dept.of mines/energ.
hot-4	hydro one telecom inc.
hs-232	hyperwallet systems inc
hyperc	hypercube inc.
ic-1123	iteratel communications inc.
icl-248	icynet communications ltd
ideosp	ideosphere inc.
idi-15	direct impact solutions
ids-7	icon data systems
iem-1	inrs-energie et materiaux
iff-8	intl fcstone financial inc
imi-10	infoage marketing intl.
in2n	in2net network inc.
insta-26	instant stream
intraw	intrawest corporation
itl-77	infocube technology limited
its-125	international telecom solutions, inc.
jpdqin	jim pazarena d/b qci islands nets
kcdc	kmh cardiology and diagnostic centers
kd-13	kw datacenter
khs	karmax heavy stamping
kooch	koochwave communications
ksl	kurtz & steel limited
lao	legal aid ontario
lavt	lifeline audio video technolog
lc-1185	lynxx networks
lgl	le groupe lgs inc.
lgs-11	lions gate studios
logic-25	logicweb inc.
ls-972	luminet
lvlt	level 3 communications, inc.
makste	maksteel
mal-3	menasco aerospace ltd.
mcs-14	mps computer services
mctl-4	markdale cable t.v.
mdc-34	magi data consulting
min-16	3menatwork integrated networks inc.
mli-25	missing link internet inc.
mml-1	marsh & mclennan ltd.
moneyl-3	moneyline
msd-115	dms
mtl	mpr teltech ltd.
mw-433	meade willis inc
ncs-158	camplink
ndg	neptec design group
ndl-48	nut digital llc
netma-5	net matrix
ngcetdl	neomedia, groupe conseil en technologies de l'informatique
nhss-1	new horizon system solutions
nis-4	neptune internet services
nsl-95	neustyle
nunal	nuna logistics ltd
nyim	new york internet media
ohi	university of ottawa heart institute
oix	online information xchange
ol-375	589413 ontario ltd
ontari-1	ontario hydro
ontari-2	ontario hydro
opt-11	olympic physical therapy
parol	parolink.net
pavli	pavliks.com
pbc	p. bumbulis consulting
pccsj	the power commission of the city of saint john
pcua	ponca city utility authority
pm-45	pavlov media inc
pn-29	peer 1 network inc.
ppla-1	pmg pte. ltd - astute
praxis-1	praxis inc
pris	peace region internet society
psc-12	protocols standards and communication inc.
ptlp	people's tel limited partnership
pubnet	pubnet
pwc-6	private world communications
pwgscg	pwgsc/gtis
qsd	quesnel school district
quebe-62	mcj conseil
rainbo-4	rainbow software company
rcc-185	rogers communications canada inc.
rfcl	refco futures (canada) ltd.
rl-865	ruralwisp
rmp	regional municipality of peel
rmy	the regional municipality of york
rohcg	royal ottawa health care group
saskat	saskatchewan transportation co.
saskne	sask#net
scc-696	sleep country canada
scottp	scott paper company
sdpdcd	palais des congres de montreal
shado	shadowplay.net
sitinc	sit inc.
sncr	suncor inc.
softfo	softfocus inc.
sph-31	sheraton parkway hotels
sprcss	st. paul's roman catholic  separate school division #20
syndes	syndesis, ltd.
syndi-5	frantech solutions
tdml-3	tnc domain management llc
teecom	tee-comm electronics, inc.
tel-158	telecom evolutions, llc
telesa-2	telesat canada
aac-10	agriculture & agri-food canada
abs-115	acpana business systems inc.
ac-5206	accessweb corporation
acad-1	alberta college of art and design
academ-7	academy of learning
aesc	service alberta
akn	advanced knowledge networks
aladdi-1	aladdin's palace
alicc	aetna life insurance company of canada
am-1010	alkeron multimedia inc.
anl-1	atlantic netcom, ltd
arf-1	addiction reserach foundation
atgs	at&t global network services, llc
autom-100	automattic, inc
bbcl-13	benoit cablevision st lawrence
bc-95	bluarc communications inc
bcgc-2	baycrest
beanf-13	beanfield na loopbacks
bga-8	bga
bis-4	brant interprovincial systems, inc.
blazet	blaze telecommunications
brrd	brantford hydro
bw-350	beacon wireless
campbe-2	campbell soup
canad-92	7098693 canada inc.
cande-6	candeal inc.
canwoo	canwood school
cartie	cartier wines
cbc-10	canadian broadcasting corporation
cbe-2	calgary board of education
ccl-482	camp comm ltd.
ccmrel	ccmr electronics
ccsml	calgah computer systems and management ltd
cds-18	cegep de st-felicien
cegepg	cegep granby
cfoc-1	canadian fiber optics corp.
chc-300	2748134 canada inc hypertec centre
chsc-1	continental healthcare systems canada inc.
ci-1334	christie innomed inc.
cismc	cgi information systems and management consulting
cl-1210	cluster logic inc
cla-19	chemex labs alberta inc.
cla-5	canadian lung association
cn-238	cato networks inc
cns-11	canlink network services
cognos	cognos incorporated
compu-98-z	compucom systems
conbri-1	conbrio teamwork, inc.
connec-1	connectivity technology inc.
consul-2	consulan inc.
contac	contact-net
cosis	4141903 canada inc oa storm internet services
crmcs	c. r. mcguffin consulting services
csc-43	carolian systems corp.
csdm	commission scolaire de memphremagog
ctsl-1	clearbrook technical services ltd.
cyanti	cyantic systems
cygnus	cygnus systems
datali-4	data-link systems
dcs-24	dataden computer systems
digit-196	digital internet group
dis-7	datastrada information services
dis-92	dot internet solutions inc.
dowjon-1	dow jones
dsc-33	dkw systems corporation
dsg-3	digital systems group, inc.
dsl-11	deterministic software limited
dwsl-1	dover web services ltd.
dxsm	dxstorm inc.
dynami-2	dynamis systems
eipsrd	elk island public schools regional division #14
esis-5	esis
foveon	foveonics, inc.
ftc-5	fairview technology centre
ftn-9	full throttle networks inc.
gic	grant internet communications div regan-grant corp
global-4	global online inc.
globo	globotech communications
googl-20	google inc
grayc-1	graycon group
gsl-4	gulliver software ltd.
haleyi	haley industries
hdsdm	hopital du sacre-coeur de montreal
hisl	hawk integrated solutions ltd.
hlps	high level public school
hm-636	hammynet
hooper	hooper household
hostt-2	host tornado
hpsl-1	hara partners systems llc
hrtl	huron county board of education
hutte	hutterian broadband network
hwc-49	hearst connect corporation
idrc	international development research centre
iisa	illiqqusivut - inuit spirit of the arctic
imi-4	infoage marketing international
imtcl	iress market technology canada lp
infode	infodesign corporation
ip-185	iron planet.com, inc.
ip-245	internet papineau
irc-5	insight research canada inc.
is-34	incognito software inc.
is2	is2
isc-158	inovatec systems corporation
isn-4	interop show network
ivatio	ivation datasystems inc.
iw-4	ice wireless inc.
joler-3	jolera inc.
kawart	kawarthanet
kis-58	kaslo infonet society
klgrou	kl group inc.
kpmp	knowledge plus multimedia publishing
krfscl-1	kaufman rossin fund services (cayman), ltd
kubra	kubra inc.
laru	laurentian university
lcc-10	lethbridge community college
lei	informatique inpro
logie	logient
macro-11	macroavenue.com
mayst-1	maystreet
mc-123	start communications
mcc-6	mgv computer consulting inc.
mccart	mccarthy tetrault
mcs-24	multimail communications software inc.
mctl-7	midwest cable
mctrf	manitoba cancer treatment and research foundation
mdamgdq	ministere des affaires municipales, gouvernement du quebec
medius-1	medius communication inc.
met-2	ministry of education and training
mhttl	mya heat transfer technologies ltd
mimosa	mimosa systems
minds-10	mindsoft inc.
mms-2	multinet media solutions
mphec	maritime provinces higher education commission
mtp	toronto police service
neoc	neocom communications inc.
netcor-1	netcore-ca
nexen	nexen inc.
nextdi	next dimension
nfdbl	normico footwear, division of bata ltd.
nos-10	nerds on site
nspl-2	nova scotia provincial library
nts-3	neteasy technology services company
oc-28	ovh (chi)
ocds-2	ottawa carleton district school board
ody	odynet inc
on-6	ovh (nwk)
outsid	outside music
pcdj	pembina chrysler dodge jeep
pco	privy council office
pcs-17	powerhouse computer supercentre
pctime	pc-time inc.
pek	flexential corp.
pfra	prarie farm rehabilitation administration
point-45	points international
pollut-1	pollution probe
ps-383	pacific servers inc.
pubnix	pubnix, inc.
rcc-193	rogers communications canada inc.
rdc-66	rogers data centres
rli-31	red lily internet
rmwb	regional municipality of wood buffalo
roseme	rose media incorporated
roxbor	roxborough telephone
rt-40	r & d technologies
rws-30	rica web services
scaat	sault college of applied arts & technology
scaat-2	sault college of applied arts and technology
selec-405	selectcom telecom
serve-39	server north
sete	government of saskatchewan
sgns	sungard availability network solutions, inc.
shahar	shaharov consulting
shopp-6	1shoppingcart
sicl-3	south island cable ltd
slug	small lately users group
sofpak	sofpak, inc.
solero	soleros innovations
sos-86	stratos global communications
spl-11	saskatoon public library
ssfcaat	sir sanford fleming college of applied arts & technology
sss-492	securitech systems inc.
aac-4	affinity associates consulting inc.
acd-26	acd/labs
acryl	acrylon plastics
afsc-14	agricultural financial services corporation
ahu-9	astute hosting usa incorporated
aibis	acces internet belin, inc. (ste-justine)
ail-2	afg industries ltee
airgi-1	airg inc
aj-6	ancre des jeunes
al-1113	taiga consulting
aml-2	a.b. microtek ltd
an-392	ascent networks inc
andri	andritz automation ltd.
anl-53	avesta networks llc
ans-3	alcatel network services
apcc	schneider electric it corporation
at-88-z	amazon technologies inc.
attice	attic enterprise
azaut	az automotive
babill	babillard synapse inc.
bcg-1	blakes, cassels and graydon
bcg-16	blakes, cassels & graydon llp
bcowhis	bell canada ontario wireless home internet service
bcs-105	broadband collaborative solutions
bcs-122	broadband collaberative solutions
bcs-37	babinszki consulting services
bei	beacon eye institute
bennet-6	bennett environmental inc.
bgn-5	bcs global networks inc.
bis-21	bunyip information systems, inc.
bis-220	bragin  it solutions
bitmot	bitmotion software inc.
bitmov	bitmovers networks inc
bm-665	bell media inc.
bnt-1	border network technologies inc.
brand-63	brandprotect inc.
btl-2	brookville transport ltd.
bvpcl	big v pharmacies co. limited
bws-18	bravenet web services inc
camlin	camlink inc.
canad-108	waterloo internet exchange
canad-16	canadian freightways
canad-63	3588035 canada inc
carre-6	carrentals llc
cceingn	cengn -centre of excellence in next generation networks
ccs-24	champlain college a st-lambert
cds-13	college de sherbrooke
cgmana	c.g. management
chl	chl
clas	canada loan administration service, inc.
cll	connaught laboratories limited
cloud-73	cloudpbx
clubce	club centra
cn-380	convergia networks inc
cnb-2	crimestoppers new brunswick
cnrl	canadian natural resources limited
codei	code inc.
colleg-22	college ahuntsic
craigi	craig industries, inc.
crl-3	cs resources limited
crocke-6-z	crocker communications
csdd	commission scolaire des draveurs
csl-1	compudyn systems ltd.
cti-4	carriere technical industries
cti-8	compcanada technology integration inc.
ctw-25	town of whitby
dalhou	dalhousie university
dcl-6	biovectra, inc.
ddcc-2	drone delivery canada corp.
decisi-6	decision-plus
digit-203	digitally justified technologies
diis-1	dialed in information services
diver-65	diversified business communication canada
dls-3	discovery learning services
do-13	digitalocean, llc
dos-2	datacom online services, inc.
dts-40	dr tax software
dwl-61	dish wireless l.l.c.
dy4sys	dy4 systems inc.
eecl	eba engineering consultants ltd.
ehl-9	elastic hosts ltd.
eicont-1	eicon technology
eidc-1	epi internet direct of canada
enerso-1	enersource
faximu	faximum software inc.
fctbs	finance canada and treasury board secretariat
fdcse-23	fdcservers.net
flemin-1	sir sandford fleming college of applied arts and technology
foxne-2	foxnet inc.
fundse	fundserv inc.
gafina	ga finance
gbcus	gbc-usa
gc-494	gtt
gcaat-z	georgian college of applied arts & technology
gover-10	gonet
gridw-2	gridwerke corporation
gta-3	gta
gvrd	greater vancouver regional district
hl-682	hotlineservers
hoste-7	hostedincanada
hp-12	host papa, inc.
hsc-11	health sciences center
hytei	hyte inc
ibmcan	ibm canada
icc-6	ingenia communications corporation
icl-3	ibm canada ltd
ics-3	institute for computer studies
icsl-27	interactive computer systems ltd.
ieso	independent electricity system operator
iic-10	i3d internet communication
ipl-2	enbridge pipelines inc.
irisco	irisco inc.
jc-65	jastech computers
jnd	james nicholas decker
joymar	mongeon consulting inc.
kdcic	kingston district community info centre
keyano-1	keyano college
kman-1	kitchener-waterloo municipal area network
lc-317	linamar corporation
lfr-1	long and foster realty
lgvl1	internet estrie
liteco	liteco
livete	live technologies
livin-3	livingston international inc.
lpl-141	level 3 parent, llc
lsbe	lake superior board of education -
lscnms	lone star chapter, national ms society
lsis	learn-ed spektra internet services
lupine	lupine entertainment inc.
mancot	manco technologies
mas-13	micro alternative solutions inc.
mc-3246	the ministry of compute inc.
mcgill	mcgill university
mcmkc	mcmk corp.
mdaetp	musee des arts et traditions populaires
mdbs-1	macleod dixon barristers & solicitors
mediag-1	mediaglobe inc.
mit-16	maritime information technology
mn-306	metro news
modeld	model decisions
mpowe	mpower broadband inc.
mws-12	market web solutions
nat-2	north american trust
nation-2	national trust
netag	netago
netdn-2	netdna
nexust-1	nexus telecom
nmobi	n4 mobile
nndsb	near north district school board
nstto	nova scotia technology transfer office
ntne	ntnet operations ltd.
odhic	ontario dairy herd improvement corporation
ofa	ontario financing authority
ohscio	ontario hydro services company inc. (ohsc)
omnite-3	omnitech corporation
oncl	on call internet services ltd.
ontar-38	clearcable network services
ontar-54	neighbourhood connect
ontar-64	rangtel
pbc-51-z	province of british columbia
pbcl	penguin books canada, ltd
pcdyna	pc dynamics inc.
pcl-11	phillips cables ltd.
pcl-210	peo canada ltd.
pcl-5	pagemart canada ltd.
pds-5	prior data sciences
person-5	personatech ltd.
pfv	prime focus vfx
pgl	programmers guild ltd.
phl	paul's hauling ltd
pics-15	ptgi international carrier services, inc.
pn-53	picanha networks inc.
pnam	panamsat corporation
primel-1	primelite communications inc
prl-1	phil's restaurants ltd.
prosp-15	prospek creation inc.
qsl-7	quartet service ltd.
quadra-3	quadravision communications
queens-1	queensway-carleton hospital
quesy-1	quesys inc.
rcc-280	rogers communications
rea-9	robertson eadie & associates
reseau-1	reseau taktik
tcs	techcom computer systems
tdh-10	town of dryden hospital
tec-75	technology evaluation centers inc.
thebla	the blackburn group
tiesof	tiesoft
tnhl	together networks holding limited
townof-15	town of nipigon
townse-1	townsend consulting
trc-84	think research corporation
trs-1	trimax retail systems inc.
trupa	trupanion
tsnl	toronto star
twl-100	tnc wireless limited
ubc	university of british columbia
univer-266	university of regina
univer-312	university of waterloo
vantre	vantree systems inc.
vcrl	vernon computer rentals and leasing
versa-19	versalt inc
wired-21	wiredisp inc.
wis-132	whitewater internet solutions inc
wrl	waterloo regional library
yorkun	york university
zymos	zymos
stc-2	steve temcheff (cosultant)
stcn	stargate connections inc.
stora-14	storagepipe solutions inc.
sulzer	sulzer canada
sw9ol	supreme wireless (979021 ontario ltd.)
tatac-39	tata communications
tbpl	thunder bay public library
tcel	telnet canada enterprises, ltd.
tctlt	tct ltd.
tecomp	t.e. computing incorporated
telec-27	telecommunications xittel inc.
telec-91	telecept inc.
theviv	the vivid group
thinkn-1	thinknet inc.
tns-74	tenable, inc.
topcom	top computer inc.
trl-24	teck resources limited
trl-4	town of red lake
tsg-3	tcn systems group
tsl-6	town of sioux lookout
tssl-29	total server solutions llc
tubeec-1	tube.e communications inc.
tx-1	telecommunications xittel inc.
ucc-13	upper canada college
udqm	universite du quebec a montreal
ulixin	ulix inc.
unbc-1	university of northern british columbia
urs-37	universal research solutions
usnt	us net incorporated
vegate	vega technologies
veriz-418	verizon/gteld/city of
vmcco	vmc consulting
vsoft-2	vsoft inc.
waveph	wavephore canada inc.
wbe	windsor board of education
wdf-1	waterloo data fortress inc
websa-4	websavers
weld	weldwood of canada limited
wfp-3	winnipeg free press
wilson-3	wilson king and company
winpak	winpak ltd.
worldl-23	world-link communications, inc.
wtp	whiteshell technology park
wyzdo	wyzdom technologies inc.
ypg-3	yellow pages group
sht-17	snorkel hot tubs inc.
sl-586	symbotic
smp-2	seeburn metal products
sn-480	24/7 systems and networks inc.
snl-8	sentris network llc
sosk	skyway west
spinna	spinnaker systems
srd-9	sasktel - research & development
ssc-22	sierra systems consultants, inc.
stc-9	speedy transport and cartage
stf-2	sask. teachers' federation
stm-25	summit-tech multimedia communications, inc.
sunli-1-z	sunlife assurance company of canada
talism-3	talisman energy inc.
tc-371	tata communications
tec-78	technology evaluation centers inc.
telost	telostic corporation
tfeind	tfe industries inc.
thelan	the landoctor inc.
thequa-1	the quality center
therub	the rubicon group
thinka-1	thinkage ltd.
toltec	toltec systems, inc.
transp-3	transport canada
trinit-3	trinity college
tsl-350	taozen services llc
twinv	twin valley communications inc
ucnin-280	incontact inc.
udq-2	universite du quebec
ufacl	united farmers  of alberta cooperative ltd
umg-3	universal music group inc.
uptel	uptele inc.
urban-15	urban networks inc.
ure	ubc research enterprises inc.
veneri	veneris
vie-6	vanix
vif	vif internet
vnl-68	bisecthosting
wdjs	westeel, a div of jannock steel
weste-255	westech
wman	westman communications group
xtrane	xtranet communications
yellow	yellownet
yourl-3	bc cable
youst-2	4youstart
zaftaf	zaftaffen software
3menwo	3men@work
3web	3web media communications inc.
abisko	abisko manufacturing
ac-3502	alimentation couche-tard, inc.
acl-5	andyne computing ltd
ad-62	amc direct inc.
agt-1	alberta government telephones
ais-195	a-web internet services
alber-63	alberta roadbuild.& heavy cons
aliant	bell aliant regional communications, inc.
aliasr	alias research inc.
altcsy	alt-c systems inc.
an	arima networks inc.
aru	astra research unit
as-318	acceo solutions inc.
asigr	asigra inc
asser	assertivenet
atcl-2	auto-trol technology (canada) ltd.
aurc	aurora communications exchange
aw-59	airnet wireless inc.
bbl-152	bond brand loyalty inc.
bcgma	british columbia government managers association
bclc-1	british columbia lottery corp
bdsb	bluewater district school board
beg-7	b2b ecs global
bitl	bayview international trucks ltd
bm-1365	bell mobility inc.
boisec	boise cascade
bombar-1	bombardier inc
bruye-z	bruyere continuing care inc.
bsp	butterfly signal processing inc.
btm	brownlow, thompson & mckay
capila-z	capilano university
cc-4418	canfibe
ccdmd	ccdmd
ccl-134	ceridian canada ltd.
cclind	ccl industries inc.
ccs-439	caledon card services
ccs-512	supreme servers
cdb-4	cegep de baie-comeau
cdl-7	combustion dynamics ltd.
cdnet	cdnetworks inc.
cdridm	centre de recherche informatique de montreal
cerf	cerfnet
cf-1413	city of fredericton
cgp	the city of grande prairie
cis-16	compulink internet solutions
cis-6	creative information solutions
cnypr	city of north york parks and recreation
comput-30	computer advocacy, inc.
comput-97	computer bay
connec-14	connectalk inc.
consul-1	consultronics limited
conti-94	cavern technologies
corpor-2	corporate computers inc
cresce-4	crescent school
csp-75	commission scolaire de portneuf
cst-45	clemmer steelcraft technology inc.
ct-960	carrytel
ctl-3	calian technology ltd.
dataps	datap systems
dc-1513	decathlon canada inc.
dcc-9	duncan computer centre
dolfes	dolfe systems
dpmme	dpm media, inc.
eboard	eboard inc.
ecol	echo online internet inc.
ecomme	e-commerce inc.
eisc	eidos information spaces corp.
emc-55	exxon mobil corporation
eonix	eonix corporation
esl-290	ecolink
eten-7	end to end networks inc
etsnet	ets.net inc.
farenh	farenheit films
fcl-6	flakeboard company ltd.
fgil-1	fort garry industries ltd
fh-228	pinkbike.com
fiber-84	fiberspeed
fnisc	fnis canada
fpf	fredericton police force
frco-1	free range cloud oslo
fujits-11-z	fujitsu america inc.
g3tel	g3 telecom corp.
gbcaat-z	the george brown college of applied arts and technology
glmdje	the gamemaster / le maitre de jeu (enr.)
gnw	gt net works inc.
goodma-1	goodman communications inc.
gwt-34	global wireless telecom inc
hbn-2	hutterian broadband network inc
icesl	international comptech engineering services, ltd.
idahol	idaho lottery
ifpl-z	international forest products ltd.
iis-23	imn internet services
il-845	ipxo llc
imagen	imagen communications inc.
in-27	it7 networks inc
inc-7	inc.
innova-67	innovative decisions, inc.
ios-1	institute of ocean sciences
ismc	information systems management corporation
itcl	island telephone company ltd.
jdcca	jdc.ca inc.
jerrwo	jerrwood
jucht-1	juch-tech usa, inc.
kcl-4	k.t.k/ communications ltd.
kea-10	kuhl airnet, inc
ktc-5	karr tuttle campbell
lakela	lakeland college
lavan-3	lavanet
legasy	legasys corporation
linam	linamar corporation
liqui-26	liquidnet ltd.
lis	legislative assembly of ontario
london-22	london hydro
ls-460	lightening systems
lumber-1	lumber co.
lvscu	long view systems corporation (usa)
mc-688	start communications
mcs-16	mega computer services
mdaidq	ministere des affaires internationales du quebec
mfc-15	mackenzie financial corporation
micron-29	micronpc
microp-3	micropoint development inc.
microt-2	microtek corporation
minolt	minolta canada inc.
mis-319	mahost internet services inc.
mnc-14	march networks corporation
mozil-1	mozilla corporation
mpd-3	medical plastic devices inc.
mrmsd4	maple ridge-pitt meadows school district # 42
munroe	munro engineering inc.
nbchs	north battleford comprehensive high school
netwel	netwell communications inc.
nexeo-2	nexeon technologies, inc.
nipiss	nipissing university
noneye	none (yet)
northe-12	northernnet of canada
nserc-1	national sciences and engineering research council
obviou	obvious systems inc.
ocad-1	ontario college of art & design university
octrf-1	ontario cancer treatment and research foundation
ol-1	osolabs llc
ol-146	2054235 alberta ltd
online-10	online corporation
ontar-49	lime telenet
ontar-53	envi networks ltd.
org-11916	1191658 ontario inc
otc-68	open text corporation
oyp-1	o & y properties inc.
pathw-21	pathway communication
pcs-45	professional communication services inc.
pdsb-2	peel district school board
pea	paquette et associes
pip	partners in performance
pis-73	pacific internetworking solutions
planon	planon telexpertise, inc.
plext-2	plextec inc
poct	priority one computer training incorporated
pqtl	pico quantitative trading, llc
psc-41	pfw systems corporation
psms-2	psms
qgcl	quinte geophysics & consulting ltd.
quebe-78	netlinux
quest-19	questrade inc
rainfo	rainforest software inc
rc-401	redbird communications inc
rcc-191	rogers communications canada inc.
rcl-1	realtime consulting ltd.
rdc-71	rogers data centres
relia-74	reliable-isp
rmp-3	roy-babin multimedia production
sbghrc	st. boniface genera hospital research centre
schd	south central health district
scs-13	softek
sdi	siv data international inc.
sequoi-6	sequoia institute
seven-6	sevenl networks
sfs-1	scott's food services
sh-282	stack harbor inc.
sie-11	saskatoon internet exchange inc
spn-1	starbright pediatric network
ssc-364	seventh street consulting inc.
sterl-89	sterling infosystems, inc.
stinet	sti-net inc.
stl-172	strong technology, llc.
tds-83	trilogy dominicana, s.a.
telequ-1	tele-quebec
telma-9	telmax inc.
terran	terranet technologies inc.
thegra	the grain insurance company
thinka	thinkage ltd.
threew	threewave software
tis-113	tap internet services inc.
toyot-26	toyo tire canada ltd
tpl-7	toronto public library board
tplob	tendering publications limited o/a bids
trentu	trent university
trgo	terago networks inc.
tsi-1	txn solution integrators
tsl-1	teleride sage ltd.
udqc	universite du quebec a chicoutimi
uppl-2	unipac packaging products ltd
vansco	vansco electronics
viagen	viagenie inc.
vn-54	voi net inc.
vodal	vodalink telecom inc.
vsdv	videotron systemes d'information (vsi)
vts-1	v.p. teleconnect services inc.
wasser-1	wasserman stotland
waves-3	wavesat
wcp-20	weatherford canada partnership
weblin	weblink
webnet-1	webnet inc.
westwo-12	westworld computers
wfcc-10	western fibre communications corp.
wis-7	westlock internet solutions
wwu	western washington university
ycs-1	yamatech connectivity solutions
ys-2	yp solutions inc
ysal	mezzemi
zayob	zayo bandwidth
tertiu	tertius technologie inc.
tf-178	ting fiber inc.
theaur-1	the aurora project
thecan	canada council for the arts
thepri-9	the printing house
